id,collateral_id,hazard,scenario,value,coverage,scenario_invariant,unit,dataset_name,dataset_version,pathway,return_period_yrs,sampled_at
HS-01397,MY-KK-001,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01398,MY-KK-001,wind,today,34.7,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01399,MY-KK-001,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01400,MY-KK-001,pm25,today,12.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01401,MY-KK-001,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01402,MY-KK-001,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01403,MY-KK-001,wind,y2030,35.4,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01404,MY-KK-001,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01405,MY-KK-001,pm25,y2030,12.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01406,MY-KK-001,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01407,MY-KK-001,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01408,MY-KK-001,wind,y2050,36.4,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01409,MY-KK-001,heat_days35,y2050,22.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01410,MY-KK-001,pm25,y2050,12.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01411,MY-KK-002,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01412,MY-KK-002,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01413,MY-KK-002,wind,today,34.0,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01414,MY-KK-002,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01415,MY-KK-002,pm25,today,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01416,MY-KK-002,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01417,MY-KK-002,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01418,MY-KK-002,wind,y2030,34.7,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01419,MY-KK-002,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01420,MY-KK-002,pm25,y2030,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01421,MY-KK-002,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01422,MY-KK-002,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01423,MY-KK-002,wind,y2050,35.7,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01424,MY-KK-002,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01425,MY-KK-002,pm25,y2050,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01426,MY-KK-003,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01427,MY-KK-003,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01428,MY-KK-003,wind,today,33.0,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01429,MY-KK-003,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01430,MY-KK-003,pm25,today,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01431,MY-KK-003,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01432,MY-KK-003,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01433,MY-KK-003,wind,y2030,33.7,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01434,MY-KK-003,heat_days35,y2030,7.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01435,MY-KK-003,pm25,y2030,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01436,MY-KK-003,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01437,MY-KK-003,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01438,MY-KK-003,wind,y2050,34.7,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01439,MY-KK-003,heat_days35,y2050,22.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01440,MY-KK-003,pm25,y2050,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01441,MY-KK-004,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01442,MY-KK-004,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01443,MY-KK-004,wind,today,33.9,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01444,MY-KK-004,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01445,MY-KK-004,pm25,today,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01446,MY-KK-004,flood_riverine,y2030,0.02,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01447,MY-KK-004,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01448,MY-KK-004,wind,y2030,34.6,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01449,MY-KK-004,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01450,MY-KK-004,pm25,y2030,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01451,MY-KK-004,flood_riverine,y2050,0.02,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01452,MY-KK-004,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01453,MY-KK-004,wind,y2050,35.6,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01454,MY-KK-004,heat_days35,y2050,19.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01455,MY-KK-004,pm25,y2050,12.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01456,MY-KK-005,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01457,MY-KK-005,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01458,MY-KK-005,wind,today,33.6,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01459,MY-KK-005,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01460,MY-KK-005,pm25,today,12.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01461,MY-KK-005,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01462,MY-KK-005,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01463,MY-KK-005,wind,y2030,34.3,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01464,MY-KK-005,heat_days35,y2030,7.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01465,MY-KK-005,pm25,y2030,12.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01466,MY-KK-005,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01467,MY-KK-005,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01468,MY-KK-005,wind,y2050,35.3,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01469,MY-KK-005,heat_days35,y2050,22.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01470,MY-KK-005,pm25,y2050,12.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01471,MY-KK-006,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01472,MY-KK-006,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01473,MY-KK-006,wind,today,34.2,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01474,MY-KK-006,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01475,MY-KK-006,pm25,today,13.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01476,MY-KK-006,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01477,MY-KK-006,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01478,MY-KK-006,wind,y2030,34.9,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01479,MY-KK-006,heat_days35,y2030,7.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01480,MY-KK-006,pm25,y2030,13.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01481,MY-KK-006,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01482,MY-KK-006,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01483,MY-KK-006,wind,y2050,35.9,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01484,MY-KK-006,heat_days35,y2050,22.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01485,MY-KK-006,pm25,y2050,13.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01486,MY-KK-007,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01487,MY-KK-007,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01488,MY-KK-007,wind,today,34.1,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01489,MY-KK-007,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01490,MY-KK-007,pm25,today,13.1,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01491,MY-KK-007,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01492,MY-KK-007,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01493,MY-KK-007,wind,y2030,34.8,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01494,MY-KK-007,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01495,MY-KK-007,pm25,y2030,13.1,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01496,MY-KK-007,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01497,MY-KK-007,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01498,MY-KK-007,wind,y2050,35.8,measured_not_scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01499,MY-KK-007,heat_days35,y2050,21.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01500,MY-KK-007,pm25,y2050,13.1,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01501,ID-PL-001,flood_riverine,today,0.83,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01502,ID-PL-001,flood_coastal,today,0.44,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01503,ID-PL-001,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01504,ID-PL-001,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01505,ID-PL-001,pm25,today,41.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01506,ID-PL-001,flood_riverine,y2030,0.94,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01507,ID-PL-001,flood_coastal,y2030,0.59,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01508,ID-PL-001,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01509,ID-PL-001,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01510,ID-PL-001,pm25,y2030,41.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01511,ID-PL-001,flood_riverine,y2050,1.04,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01512,ID-PL-001,flood_coastal,y2050,0.74,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01513,ID-PL-001,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01514,ID-PL-001,heat_days35,y2050,17.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01515,ID-PL-001,pm25,y2050,41.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01516,ID-PL-002,flood_riverine,today,0.9,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01517,ID-PL-002,flood_coastal,today,2.3,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01518,ID-PL-002,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01519,ID-PL-002,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01520,ID-PL-002,pm25,today,40.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01521,ID-PL-002,flood_riverine,y2030,1.01,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01522,ID-PL-002,flood_coastal,y2030,2.63,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01523,ID-PL-002,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01524,ID-PL-002,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01525,ID-PL-002,pm25,y2030,40.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01526,ID-PL-002,flood_riverine,y2050,1.12,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01527,ID-PL-002,flood_coastal,y2050,2.96,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01528,ID-PL-002,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01529,ID-PL-002,heat_days35,y2050,20.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01530,ID-PL-002,pm25,y2050,40.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01531,ID-PL-003,flood_riverine,today,0.85,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01532,ID-PL-003,flood_coastal,today,3.91,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01533,ID-PL-003,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01534,ID-PL-003,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01535,ID-PL-003,pm25,today,39.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01536,ID-PL-003,flood_riverine,y2030,0.96,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01537,ID-PL-003,flood_coastal,y2030,4.33,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01538,ID-PL-003,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01539,ID-PL-003,heat_days35,y2030,7.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01540,ID-PL-003,pm25,y2030,39.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01541,ID-PL-003,flood_riverine,y2050,1.07,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01542,ID-PL-003,flood_coastal,y2050,4.76,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01543,ID-PL-003,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01544,ID-PL-003,heat_days35,y2050,22.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01545,ID-PL-003,pm25,y2050,39.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01546,ID-PL-004,flood_riverine,today,0.86,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01547,ID-PL-004,flood_coastal,today,1.97,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01548,ID-PL-004,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01549,ID-PL-004,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01550,ID-PL-004,pm25,today,41.0,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01551,ID-PL-004,flood_riverine,y2030,0.97,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01552,ID-PL-004,flood_coastal,y2030,2.29,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01553,ID-PL-004,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
